ecatalogue_key,DarImageURL,catalog_irn,ObjEcode,ObjObjectNumber,IdeFiledAsFamilyNumber,DarGenus,DarSpecies,DarSubspecies,DarInfraspecificEpithet,DarInfraspecificRank,ColCollectionNumber,ColEarliestDateCollected,ColLatestDateCollected,ColDateCollected,site_irn,LocElevationASLFromMt,LocElevationASLToMt,LocElevationASLFromFt,LocElevationASLToFt,PolLocality,PolPD1,PolPD2,PolPD3,LatPreferredCentroidLatDec,LatPreferredCentroidLatitude,LatPreferredCentroidLongDec,LatPreferredCentroidLongitude,site_parent_irn,taxon_1_IdeTaxonRef_key,taxon_1_taxon_irn,taxon_1_taxon_parent_irn,taxon_2_IdeTaxonRef_key,taxon_2_taxon_irn,taxon_2_taxon_parent_irn,taxon_3_IdeTaxonRef_key,taxon_3_taxon_irn,taxon_3_taxon_parent_irn,col_1_ColCollectorRef_key,col_1_Collector_irn,col_1_NamFullName,col_1_NamBriefName,col_1_NamFirst,col_1_NamMiddle,col_1_NamLast,col_1_NamPartyType,col_1_NamSource,col_1_NamExternalReferences_tab,col_1_NamOrganisationOtherNames_tab,col_1_NamOtherNames_tab,col_1_NamRoles_tab,col_2_ColCollectorRef_key,col_2_Collector_irn,col_2_NamFullName,col_2_NamBriefName,col_2_NamFirst,col_2_NamMiddle,col_2_NamLast,col_2_NamPartyType,col_2_NamSource,col_2_NamExternalReferences_tab,col_2_NamOrganisationOtherNames_tab,col_2_NamOtherNames_tab,col_2_NamRoles_tab,col_3_ColCollectorRef_key,col_3_Collector_irn,col_3_NamFullName,col_3_NamBriefName,col_3_NamFirst,col_3_NamMiddle,col_3_NamLast,col_3_NamPartyType,col_3_NamSource,col_3_NamExternalReferences_tab,col_3_NamOrganisationOtherNames_tab,col_3_NamOtherNames_tab,col_3_NamRoles_tab,col_4_ColCollectorRef_key,col_4_Collector_irn,col_4_NamFullName,col_4_NamBriefName,col_4_NamFirst,col_4_NamMiddle,col_4_NamLast,col_4_NamPartyType,col_4_NamSource,col_4_NamExternalReferences_tab,col_4_NamOrganisationOtherNames_tab,col_4_NamOtherNames_tab,col_4_NamRoles_tab
196,http://fm-digital-assets.fieldmuseum.org/31/107/15205.jpg,226462,,,,Aspilia,arillata,,,,1026,1877-06-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,198.0,7026.0,84737.0,,,,,,,187.0,62561.0,Paul (Pablo) G. Lorentz,P. G. Lorentz,Paul (Pablo),Günther,Lorentz,Person,Botany Master,ASA Botanist ID 100771 | 135786,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,http://fm-digital-assets.fieldmuseum.org/30/796/14852.jpg,212345,,,,Erigeron,montividensis,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,199.0,27999.0,84762.0,,,,,,,188.0,31680.0,Friedrich Sellow,F. Sellow,Friedrich,,Sellow,Person,Botany Master,ASA Botanist ID 124497,,Friedrich Sello,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,http://fm-digital-assets.fieldmuseum.org/36/032/15339.jpg,241212,,,,Verbesina,grisebachii,,,,1039,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,200.0,80957.0,80910.0,,,,,,,189.0,62561.0,Paul (Pablo) G. Lorentz,P. G. Lorentz,Paul (Pablo),Günther,Lorentz,Person,Botany Master,ASA Botanist ID 100771 | 135786,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,217486,,,,Hieracium,variegatum,,,,,1767,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,201.0,37010.0,36966.0,,,,,,,190.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,http://fm-digital-assets.fieldmuseum.org/31/895/16379.jpg,213954,,,,Eupatorium,tacuarembense,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,202.0,30474.0,29930.0,,,,,,,191.0,47179.0,José Arechavaleta y Balpardo,J. Arechavaleta,José,,Arechavaleta y Balpardo,Person,Botany Master,ASA Botanist ID 135544,,José Arechavaleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,215643,,,,Gnaphalium,cheiranthifolium,,,,,1767,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,203.0,33753.0,33733.0,,,,,,,192.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,http://fm-digital-assets.fieldmuseum.org/37/018/16074.jpg,228703,,,,Perezia,kingii,,,,394,1875-10-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,204.0,57548.0,57522.0,,,,,,,193.0,62561.0,Paul (Pablo) G. Lorentz,P. G. Lorentz,Paul (Pablo),Günther,Lorentz,Person,Botany Master,ASA Botanist ID 100771 | 135786,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,228734,,,,Perezia,squarrosa,,,,,1767,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,205.0,57588.0,57522.0,,,,,,,194.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,247281,,,,Cineraria,crassiflora,,,,,1767,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,206.0,17868.0,17867.0,,,,,,,195.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,http://fm-digital-assets.fieldmuseum.org/1683/007/28654.jpg,232008,,,,Pterocaulon,paniculatum,,,,96,1895-04-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,207.0,64826.0,64822.0,,,,,,,196.0,47179.0,José Arechavaleta y Balpardo,J. Arechavaleta,José,,Arechavaleta y Balpardo,Person,Botany Master,ASA Botanist ID 135544,,José Arechavaleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,217440,,,,Hieraceum,commersonii,,,,,1767,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,208.0,36960.0,284569.0,,,,,,,197.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,http://fm-digital-assets.fieldmuseum.org/1527/502/33155.jpg,231102,,,,Polymnia,andrei,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,209.0,62610.0,285881.0,,,,,,,198.0,47179.0,José Arechavaleta y Balpardo,J. Arechavaleta,José,,Arechavaleta y Balpardo,Person,Botany Master,ASA Botanist ID 135544,,José Arechavaleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,http://fm-digital-assets.fieldmuseum.org/31/042/15130.jpg,243096,,,,Achyrocline,argentina,,,,1172,1879-03-27,1879-03-28,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,210.0,2060.0,2058.0,,,,,,,199.0,62561.0,Paul (Pablo) G. Lorentz,P. G. Lorentz,Paul (Pablo),Günther,Lorentz,Person,Botany Master,ASA Botanist ID 100771 | 135786,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,http://fm-digital-assets.fieldmuseum.org/30/720/14752.jpg,237925,,,,Stevia,entreriensis,,,,952,1877-05-09,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,211.0,75243.0,75197.0,,,,,,,200.0,62561.0,Paul (Pablo) G. Lorentz,P. G. Lorentz,Paul (Pablo),Günther,Lorentz,Person,Botany Master,ASA Botanist ID 100771 | 135786,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,http://fm-digital-assets.fieldmuseum.org/35/931/9956.jpg,242625,,,,Zephyranthes,hieronymi,,,,2584,1874-06-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,212.0,83235.0,210905.0,,,,,,,201.0,33570.0,Georg H. E. W. Hieronymus,G. Hieronymus,Georg,Hans Emmo Wolfgang,Hieronymus,Person,Botany Master,ASA Botanist ID 100380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,http://fm-digital-assets.fieldmuseum.org/35/929/9954.jpg,242621,,,,Zephyranthes,caerulea,,,,877,1877-03-02,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,213.0,83231.0,210905.0,,,,,,,202.0,62561.0,Paul (Pablo) G. Lorentz,P. G. Lorentz,Paul (Pablo),Günther,Lorentz,Person,Botany Master,ASA Botanist ID 100771 | 135786,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,http://fm-digital-assets.fieldmuseum.org/1933/117/34523.jpg,242807,,,,Berberis,glaucescens,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,214.0,9778.0,85237.0,,,,,,,203.0,16474.0,Auguste F. C. P. Saint-Hilaire,A. Saint-Hilaire,Auguste,Francois César Prouvencal,Saint-Hilaire,Person,Botany Master,ASA Botanist ID 100781,,A. St.-Hilaire,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,http://fm-digital-assets.fieldmuseum.org/1246/450/30134.jpg,242848,,,,Berberis,montevidensis,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,215.0,9811.0,85237.0,,,,,,,204.0,19834.0,,Captain King's Expeditiion,,,,Collaboration,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,246453,,,,Cerastium,rivulare,,,,2259,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,216.0,16412.0,16381.0,,,,,,,205.0,16474.0,Auguste F. C. P. Saint-Hilaire,A. Saint-Hilaire,Auguste,Francois César Prouvencal,Saint-Hilaire,Person,Botany Master,ASA Botanist ID 100781,,A. St.-Hilaire,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,http://fm-digital-assets.fieldmuseum.org/24/648/3039.jpg,228879,,,,Petunia,humilis,,,,3105,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,217.0,57898.0,285705.0,,,,,,,206.0,22587.0,Cornelius Osten,C. Osten,Cornelius,,Osten,Person,Botany Master,ASA Botanist ID 102715,,Corn. Osten,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,http://fm-digital-assets.fieldmuseum.org/24/653/3044.jpg,228887,,,,Petunia,pygmaea,,,,3261,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,218.0,57905.0,285705.0,,,,,,,207.0,22587.0,Cornelius Osten,C. Osten,Cornelius,,Osten,Person,Botany Master,ASA Botanist ID 102715,,Corn. Osten,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,http://fm-digital-assets.fieldmuseum.org/287/495/20372.jpg,218211,,,,Hyptis,lorentziana,,,,619,1872-03-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,219.0,38381.0,38214.0,,,,,,,208.0,62561.0,Paul (Pablo) G. Lorentz,P. G. Lorentz,Paul (Pablo),Günther,Lorentz,Person,Botany Master,ASA Botanist ID 100771 | 135786,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,http://fm-digital-assets.fieldmuseum.org/1785/856/28973.jpg,209829,,,,Cunila,arechavaletae,,,,18,1874,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,220.0,22332.0,283837.0,,,,,,,209.0,47179.0,José Arechavaleta y Balpardo,J. Arechavaleta,José,,Arechavaleta y Balpardo,Person,Botany Master,ASA Botanist ID 135544,,José Arechavaleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,http://fm-digital-assets.fieldmuseum.org/1785/929/29055.jpg,233780,,,,Salvia,gasterantha,,,,,1892-11-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,221.0,68395.0,94249.0,,,,,,,210.0,20061.0,Carl E. O. Kuntze,O. Kuntze,Carl,Ernst Otto,Kuntze,Person,Botany Master,ASA Botanist ID 101450 | 147247,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,http://fm-digital-assets.fieldmuseum.org/1786/006/29135.jpg,237544,,,,Stachys,dubia,,,,,1891,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,222.0,74621.0,94253.0,,,,,,,211.0,20061.0,Carl E. O. Kuntze,O. Kuntze,Carl,Ernst Otto,Kuntze,Person,Botany Master,ASA Botanist ID 101450 | 147247,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,http://fm-digital-assets.fieldmuseum.org/29/492/13400.jpg,245382,,,,Carex,macella,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,223.0,14379.0,14336.0,,,,,,,212.0,31680.0,Friedrich Sellow,F. Sellow,Friedrich,,Sellow,Person,Botany Master,ASA Botanist ID 124497,,Friedrich Sello,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,http://fm-digital-assets.fieldmuseum.org/28/319/12153.jpg,232728,,,,Rhynchospora,luzuliformis,,,,2554,1874-12-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,224.0,66539.0,66456.0,,,,,,,213.0,74821.0,Wilibald Lechler,W. Lechler,Wilibald,,Lechler,Person,Botany Master,ASA Botanist ID 101894 | 110450 | 148616,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,http://fm-digital-assets.fieldmuseum.org/29/501/13409.jpg,245399,,,,Carex,uruguensis,,,,1685,1875-10-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,225.0,14422.0,14336.0,,,,,,,214.0,62561.0,Paul (Pablo) G. Lorentz,P. G. Lorentz,Paul (Pablo),Günther,Lorentz,Person,Botany Master,ASA Botanist ID 100771 | 135786,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,234271,,,,Schoenus,juncoides,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,226.0,69574.0,286273.0,,,,,,,215.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,http://fm-digital-assets.fieldmuseum.org/1246/299/29955.jpg,243206,,,,Boerhavia,atropurpurea,,,,,1875-03-10,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,227.0,10541.0,283290.0,,,,,,,216.0,62561.0,Paul (Pablo) G. Lorentz,P. G. Lorentz,Paul (Pablo),Günther,Lorentz,Person,Botany Master,ASA Botanist ID 100771 | 135786,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,http://fm-digital-assets.fieldmuseum.org/35/318/9320.jpg,222018,,,,Malvastrum,nudum,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,228.0,45638.0,95863.0,,,,,,,217.0,45859.0,John Tweedie,J. Tweedie,John,,Tweedie,Person,Botany Master,,,James Tweedie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,167879,,,,Erythroxylum,myrsinites,,,,1175,,,,233711,100.0,,328.0,,,Uruguay,Artigas,,,,,,624344,229.0,28658.0,89651.0,,,,,,,218.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,http://fm-digital-assets.fieldmuseum.org/1985/165/34814.jpg,218779,,,,Ionidium,glutinosums,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,230.0,39330.0,284676.0,,,,,,,219.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,http://fm-digital-assets.fieldmuseum.org/1985/407/34965.jpg,230951,,,,Polygala,linoides,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,231.0,62402.0,101036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,http://fm-digital-assets.fieldmuseum.org/1565/862/26328.jpg,227031,,,,Oxalis,lasiophylla,,,,,1836,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,232.0,54238.0,97925.0,,,,,,,220.0,20945.0,Charles Gaudichaud-Beaupré,C. Gaudichaud,Charles,,Gaudichaud-Beaupré,Person,Botany Master,ASA Botanist ID 101317,,"C. Gaudichaud-Beaupres
M. Gaudichaud [Monsieur]",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,260778,,,,Mycenastrum,fragile,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,233.0,50597.0,97369.0,,,,,,,221.0,20945.0,Charles Gaudichaud-Beaupré,C. Gaudichaud,Charles,,Gaudichaud-Beaupré,Person,Botany Master,ASA Botanist ID 101317,,"C. Gaudichaud-Beaupres
M. Gaudichaud [Monsieur]",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,,236108,,,,Sisyrinchium,metae,,,,448,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,234.0,72438.0,72406.0,,,,,,,222.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,http://fm-digital-assets.fieldmuseum.org/1414/328/32463.jpg,227138,,,,Oxalis,uruguayensis,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,235.0,54380.0,97925.0,,,,,,,223.0,47179.0,José Arechavaleta y Balpardo,J. Arechavaleta,José,,Arechavaleta y Balpardo,Person,Botany Master,ASA Botanist ID 135544,,José Arechavaleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,248460,,,,Convolvulus,montevidensis,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,236.0,20135.0,20097.0,,,,,,,224.0,31680.0,Friedrich Sellow,F. Sellow,Friedrich,,Sellow,Person,Botany Master,ASA Botanist ID 124497,,Friedrich Sello,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,http://fm-digital-assets.fieldmuseum.org/1414/316/32451.jpg,227016,,,,Oxalis,hispidata,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,237.0,54219.0,97925.0,,,,,,,225.0,31680.0,Friedrich Sellow,F. Sellow,Friedrich,,Sellow,Person,Botany Master,ASA Botanist ID 124497,,Friedrich Sello,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,219991,,,,Lathyrus,nervosus,,,,,1767-05-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,238.0,41620.0,90285.0,,,,,,,226.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,219996,,,,Lathyrus,sericeus,,,,,1767,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,239.0,41626.0,90285.0,,,,,,,227.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,219999,,,,Lathyrus,tomentosus,,,,,1767,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,240.0,41629.0,90285.0,,,,,,,228.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,230567,,,,Plantago,myosuros,,,,,1767,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,241.0,61580.0,100561.0,,,,,,,229.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,218964,,,,Iresine,portulacoides,,commersonii,Variety,,1767,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,242.0,39737.0,413846.0,,,,,,,230.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,226925,,,,Oxalis,articulata,,,,,1767-05-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,243.0,54105.0,97925.0,,,,,,,231.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,http://fm-digital-assets.fieldmuseum.org/1565/840/26305.jpg,226956,,,,Oxalis,cordobensis,,humilior,Variety,286,1890-09-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,244.0,54148.0,54147.0,,,,,,,232.0,47179.0,José Arechavaleta y Balpardo,J. Arechavaleta,José,,Arechavaleta y Balpardo,Person,Botany Master,ASA Botanist ID 135544,,José Arechavaleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,277962,,,,Chenopodium,retusum,,,,,1767-05-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,245.0,17288.0,17269.0,,,,,,,233.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,230563,,,,Plantago,macrostachya,,,,50,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,246.0,61573.0,100561.0,,,,,,,234.0,15928.0,Arsène Isabelle,A. Isabelle,Arsène,,Isabelle,Person,Botany Master,ASA Botanist ID 137978,,"M. Arsène Isabelle
Arsenio Isabelle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,,220753,,,,Linum,selaginoides,,,,,1769,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,247.0,43046.0,95424.0,,,,,,,235.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,http://fm-digital-assets.fieldmuseum.org/470/801/24222.jpg,225686,,,,Aspicarpa,uruguariensis,,,,140,1895-11-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,248.0,6899.0,283149.0,,,,,,,236.0,47179.0,José Arechavaleta y Balpardo,J. Arechavaleta,José,,Arechavaleta y Balpardo,Person,Botany Master,ASA Botanist ID 135544,,José Arechavaleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,http://fm-digital-assets.fieldmuseum.org/480/307/24693.jpg,241140,,,,Verbena,minutiflora,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,249.0,80851.0,109037.0,,,,,,,237.0,19834.0,,Captain King's Expeditiion,,,,Collaboration,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,http://fm-digital-assets.fieldmuseum.org/278/240/19099.jpg,233555,,,,Ruprechtia,viraru,,,,,1871-10-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,250.0,67801.0,67764.0,,,,,,,238.0,62561.0,Paul (Pablo) G. Lorentz,P. G. Lorentz,Paul (Pablo),Günther,Lorentz,Person,Botany Master,ASA Botanist ID 100771 | 135786,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
